browser,city,datetime,ip,method,module
ie,利县,2019-05-22 13:07:25,192.91.20.221,put,项目详情
chrome,利县,2019-05-22 00:37:43,192.31.178.28,post,个人信息
safari,东莞县,2019-05-25 13:32:57,192.52.199.237,option,个人信息
firefox,龙县,2019-05-28 01:48:59,192.172.71.27,post,任务列表
firefox,乌鲁木齐县,2019-05-27 22:05:20,192.175.75.191,put,主页
firefox,天津市,2019-05-29 07:25:01,192.88.156.255,option,项目详情
firefox,利县,2019-05-24 13:23:11,192.52.199.237,post,项目列表
safari,玉英县,2019-05-27 00:19:17,192.3.52.74,option,任务详情
firefox,刚市,2019-05-24 01:58:48,192.174.91.31,delete,任务列表
chrome,华县,2019-05-23 02:31:16,169.192.168.56,put,项目列表
ie,北京县,2019-05-26 11:26:27,198.51.208.103,option,项目列表
chrome,南京市,2019-05-20 10:34:42,192.52.152.30,option,项目详情
firefox,华市,2019-05-29 11:23:23,192.172.74.3,post,任务列表
ie,天津市,2019-05-29 08:49:06,192.88.96.161,option,任务列表
chrome,华县,2019-05-20 22:10:10,198.51.98.171,get,任务详情
safari,玉英县,2019-05-27 03:48:39,57.126.171.51,option,主页
safari,刚市,2019-05-24 16:50:58,206.107.49.25,get,任务详情
chrome,宜都市,2019-05-26 15:33:46,198.50.60.244,put,个人信息
safari,颖市,2019-05-26 09:29:53,192.168.121.59,put,任务详情
safari,天津市,2019-05-20 00:15:58,192.52.192.137,delete,项目列表
chrome,乌鲁木齐县,2019-05-24 17:03:55,192.0.53.46,delete,主页
firefox,伟县,2019-05-21 18:48:19,198.51.232.199,option,项目详情
safari,建军县,2019-05-24 06:16:11,192.168.121.59,get,任务详情
firefox,想县,2019-05-28 14:38:48,4.254.229.140,post,主页
chrome,倩市,2019-05-29 17:35:05,169.201.129.49,option,项目列表
ie,宜都市,2019-05-21 22:22:00,192.88.104.231,post,个人信息
ie,潜江县,2019-05-21 04:14:41,169.201.129.49,option,项目列表
ie,想县,2019-05-24 12:32:48,198.51.108.180,post,任务详情
safari,建军县,2019-05-25 10:14:57,192.175.58.238,option,任务详情
ie,南京市,2019-05-26 10:21:59,169.201.129.49,get,项目详情
safari,龙县,2019-05-28 02:13:10,192.88.66.73,put,项目详情
ie,华县,2019-05-24 03:10:23,169.169.36.164,delete,主页
ie,利县,2019-05-21 18:14:45,169.253.193.81,put,项目详情
safari,华市,2019-05-22 08:06:42,55.128.250.95,get,个人信息
ie,龙县,2019-05-25 10:23:43,192.49.28.87,delete,任务详情
chrome,刚市,2019-05-27 15:52:08,192.94.13.134,post,主页
chrome,乌鲁木齐县,2019-05-24 01:36:55,192.175.38.219,delete,任务详情
chrome,龙县,2019-05-28 21:20:08,203.23.202.51,delete,任务详情
safari,东莞县,2019-05-21 10:34:27,175.83.83.87,put,个人信息
chrome,华县,2019-05-20 03:29:40,198.51.101.90,post,个人信息
safari,南京市,2019-05-29 11:59:39,192.56.204.58,delete,任务详情
safari,颖市,2019-05-23 14:58:40,192.52.192.218,option,项目详情
safari,巢湖县,2019-05-21 15:59:44,203.0.59.155,delete,主页
firefox,华县,2019-05-23 11:27:08,169.255.140.124,put,主页
safari,巢湖县,2019-05-24 03:36:52,198.17.139.74,get,任务列表
safari,南京市,2019-05-28 17:32:24,4.248.225.66,option,主页
ie,建军县,2019-05-22 13:49:39,197.106.201.98,delete,主页
safari,颖市,2019-05-21 03:20:42,192.197.89.19,get,项目详情
chrome,巢湖县,2019-05-28 16:21:21,198.50.54.119,option,项目列表
firefox,东莞县,2019-05-21 12:49:21,169.255.140.124,delete,任务详情
ie,汕尾县,2019-05-28 14:43:03,198.17.139.74,put,任务详情
ie,宜都市,2019-05-26 11:10:24,192.167.183.73,get,项目详情
ie,南京市,2019-05-28 19:06:10,4.254.229.140,option,个人信息
firefox,玉英县,2019-05-25 14:12:16,192.167.183.73,put,个人信息
safari,想县,2019-05-25 02:47:15,175.83.83.87,get,任务列表
chrome,刚市,2019-05-25 11:04:14,192.52.152.30,get,个人信息
ie,龙县,2019-05-29 07:50:49,169.230.50.203,post,任务详情
firefox,东莞县,2019-05-28 22:17:19,192.0.3.183,post,任务详情
ie,建军县,2019-05-25 22:27:52,169.253.193.81,option,个人信息
chrome,龙县,2019-05-22 22:23:54,192.31.197.204,post,任务详情
chrome,巢湖县,2019-05-24 04:28:13,192.174.87.217,put,主页
firefox,华市,2019-05-25 06:55:28,192.175.38.219,put,任务详情
ie,北京县,2019-05-25 19:13:53,192.52.192.218,put,项目列表
firefox,利县,2019-05-25 17:50:34,7.216.233.147,put,主页
chrome,颖市,2019-05-24 03:43:02,57.126.171.51,get,项目列表
safari,玉英县,2019-05-20 12:59:47,192.88.104.231,get,主页
safari,伟县,2019-05-29 20:05:24,197.154.176.98,put,任务列表
ie,潜江县,2019-05-23 21:31:35,192.172.71.27,get,任务详情
firefox,利县,2019-05-23 10:25:54,169.201.129.49,get,主页
ie,想县,2019-05-28 21:17:31,192.197.89.19,put,项目列表
safari,华县,2019-05-24 09:50:43,192.31.216.190,put,主页
firefox,华县,2019-05-23 13:24:27,169.242.249.63,put,主页
firefox,乌鲁木齐县,2019-05-27 18:44:54,192.0.10.129,delete,任务列表
firefox,南京市,2019-05-28 12:10:04,216.111.3.86,option,任务列表
ie,宜都市,2019-05-21 07:31:20,192.88.96.161,get,项目列表
firefox,潜江县,2019-05-29 06:36:33,192.172.71.27,get,个人信息
safari,颖市,2019-05-25 23:27:42,192.88.104.231,delete,项目详情
chrome,建军县,2019-05-23 16:16:45,192.88.66.73,delete,个人信息
chrome,倩市,2019-05-24 15:11:23,192.49.28.87,delete,个人信息
ie,华县,2019-05-24 13:54:49,200.238.69.190,post,主页
firefox,汕尾县,2019-05-21 07:21:17,175.83.83.87,post,任务列表
chrome,汕尾县,2019-05-28 15:34:32,193.217.128.227,put,任务详情
firefox,东莞县,2019-05-25 13:52:17,212.5.96.172,post,主页
chrome,华市,2019-05-28 00:16:57,169.255.140.124,option,项目列表
chrome,北京县,2019-05-20 13:26:06,200.65.59.250,post,任务列表
chrome,潜江县,2019-05-20 05:44:57,169.242.249.63,put,任务列表
chrome,华市,2019-05-22 00:08:19,192.57.46.44,put,主页
chrome,刚市,2019-05-27 19:18:59,212.5.96.172,post,项目列表
safari,利县,2019-05-28 02:07:41,202.112.176.9,option,项目详情
firefox,倩市,2019-05-29 04:31:30,203.0.84.137,post,主页
ie,颖市,2019-05-26 11:34:43,192.31.197.204,post,任务列表
safari,潜江县,2019-05-27 21:11:45,192.31.216.190,get,任务详情
safari,华县,2019-05-28 16:41:12,169.253.193.81,delete,个人信息
firefox,北京县,2019-05-29 03:01:30,198.51.232.199,put,任务详情
safari,宜都市,2019-05-22 01:36:31,199.190.135.236,option,项目列表
firefox,南京市,2019-05-26 18:09:40,192.6.65.180,put,任务详情
firefox,南京市,2019-05-28 06:56:43,192.0.53.46,option,项目列表
ie,颖市,2019-05-27 13:10:29,192.0.11.58,get,任务详情
ie,东莞县,2019-05-21 09:20:33,192.54.169.39,get,项目详情
ie,龙县,2019-05-22 05:27:32,192.0.86.164,get,项目详情
chrome,龙县,2019-05-21 09:36:37,192.88.127.141,delete,主页
firefox,华县,2019-05-25 06:48:56,192.172.71.27,delete,任务列表
firefox,刚市,2019-05-20 14:20:49,192.0.53.46,delete,个人信息
ie,华县,2019-05-28 11:35:47,169.255.140.124,put,项目列表
chrome,利县,2019-05-26 19:20:54,198.51.98.171,delete,任务详情
ie,宜都市,2019-05-24 03:32:58,198.50.54.119,delete,任务详情
firefox,巢湖县,2019-05-26 05:32:13,192.0.1.59,post,项目详情
ie,潜江县,2019-05-23 19:03:37,192.83.9.215,option,项目列表
chrome,东莞县,2019-05-29 07:24:38,192.31.216.190,get,任务列表
firefox,宜都市,2019-05-22 15:13:43,55.128.250.95,put,任务详情
safari,刚市,2019-05-21 21:49:36,192.31.204.69,option,项目列表
chrome,建军县,2019-05-26 14:16:46,192.56.204.58,put,任务详情
firefox,伟县,2019-05-28 07:17:00,198.50.60.244,post,项目详情
safari,北京县,2019-05-29 07:39:44,192.175.75.191,delete,任务列表
safari,颖市,2019-05-26 05:03:54,192.3.52.74,post,项目详情
firefox,龙县,2019-05-22 04:05:47,192.88.104.231,option,任务列表
firefox,颖市,2019-05-22 11:54:16,192.1.229.163,delete,主页
firefox,天津市,2019-05-23 13:33:45,192.52.172.81,get,项目列表
chrome,建军县,2019-05-23 20:31:50,199.190.135.236,delete,项目列表
ie,华县,2019-05-22 12:05:30,203.0.59.155,put,个人信息
ie,颖市,2019-05-20 14:27:48,192.31.211.99,get,任务列表
chrome,华县,2019-05-21 10:25:51,197.106.201.98,put,项目详情
ie,倩市,2019-05-22 12:36:39,199.190.135.236,option,个人信息
safari,利县,2019-05-25 02:55:04,199.190.135.236,post,主页
firefox,建军县,2019-05-29 16:49:13,55.128.250.95,get,个人信息
safari,倩市,2019-05-29 12:23:08,175.83.83.87,delete,任务列表
safari,颖市,2019-05-22 22:24:23,198.51.232.199,post,项目详情
firefox,龙县,2019-05-28 07:09:33,169.169.36.164,get,项目详情
ie,华市,2019-05-21 16:26:02,192.56.204.58,post,项目列表
chrome,潜江县,2019-05-21 00:49:25,197.154.176.98,put,项目列表
chrome,乌鲁木齐县,2019-05-26 20:36:23,175.83.83.87,get,项目详情
ie,龙县,2019-05-29 18:36:31,192.57.46.44,get,项目详情
ie,潜江县,2019-05-29 05:00:08,192.56.204.58,delete,项目列表
firefox,颖市,2019-05-22 22:17:53,192.88.127.141,get,主页
firefox,建军县,2019-05-24 22:27:14,192.0.53.46,put,主页
ie,巢湖县,2019-05-26 23:27:29,192.0.11.58,delete,项目详情
firefox,倩市,2019-05-24 21:21:39,169.230.50.203,delete,项目详情
firefox,华市,2019-05-21 08:56:46,192.168.121.59,get,项目详情
ie,玉英县,2019-05-21 00:47:43,192.52.192.218,delete,任务详情
safari,龙县,2019-05-23 17:39:55,198.17.139.74,delete,任务列表
firefox,建军县,2019-05-21 22:35:30,192.0.11.58,post,主页
chrome,伟县,2019-05-29 00:09:17,169.169.36.164,option,任务详情
ie,建军县,2019-05-28 12:29:43,193.217.128.227,get,任务详情
safari,宜都市,2019-05-26 05:46:58,192.52.198.1,delete,主页
firefox,天津市,2019-05-29 06:59:30,192.31.204.69,put,个人信息
firefox,想县,2019-05-28 10:54:13,198.51.208.103,post,任务详情
chrome,倩市,2019-05-26 05:18:50,192.31.197.204,delete,主页
chrome,华市,2019-05-27 02:59:25,121.106.8.72,delete,项目详情
ie,北京县,2019-05-22 09:21:52,192.52.199.237,post,任务详情
chrome,南京市,2019-05-26 04:16:01,169.192.168.56,put,个人信息
ie,龙县,2019-05-24 01:33:03,192.0.10.129,put,项目详情
chrome,东莞县,2019-05-27 05:43:14,198.51.101.90,option,主页
safari,龙县,2019-05-28 17:49:19,192.0.3.183,get,项目详情
ie,想县,2019-05-28 21:02:13,192.52.192.218,get,项目列表
firefox,玉英县,2019-05-27 16:02:20,198.51.101.164,delete,主页
safari,汕尾县,2019-05-28 08:27:47,169.255.215.157,post,项目详情
chrome,宜都市,2019-05-28 18:12:30,192.88.96.161,post,项目详情
ie,乌鲁木齐县,2019-05-22 18:36:46,192.52.143.138,put,任务详情
firefox,潜江县,2019-05-26 09:58:26,203.0.84.137,put,项目列表
ie,刚市,2019-05-20 22:37:01,192.52.143.214,get,项目列表
firefox,颖市,2019-05-28 09:18:04,197.154.176.98,option,项目列表
chrome,华市,2019-05-23 20:13:12,216.111.3.86,put,个人信息
safari,玉英县,2019-05-22 22:09:11,198.51.98.171,delete,任务详情
ie,宜都市,2019-05-23 17:39:47,192.53.2.210,put,任务列表
safari,潜江县,2019-05-21 22:49:43,203.0.112.147,get,任务详情
firefox,南京市,2019-05-21 09:16:17,57.126.171.51,option,项目列表
safari,东莞县,2019-05-23 20:17:27,175.83.83.87,option,任务列表
firefox,天津市,2019-05-26 11:54:31,192.0.1.59,delete,主页
chrome,东莞县,2019-05-27 02:26:14,192.0.10.129,get,主页
chrome,倩市,2019-05-22 00:58:13,192.141.156.158,delete,任务详情
chrome,想县,2019-05-23 16:33:45,202.112.176.9,option,任务详情
safari,华市,2019-05-20 14:20:28,198.51.98.171,post,个人信息
chrome,华县,2019-05-29 15:44:12,192.52.252.250,delete,主页
safari,潜江县,2019-05-25 16:37:52,192.52.143.214,post,项目详情
safari,宜都市,2019-05-27 03:04:26,192.83.9.215,get,个人信息
ie,华县,2019-05-29 10:52:51,57.126.171.51,post,主页
safari,利县,2019-05-25 00:12:55,4.254.229.140,get,个人信息
safari,巢湖县,2019-05-22 07:31:50,192.31.178.28,option,项目列表
ie,乌鲁木齐县,2019-05-28 18:42:11,193.217.128.227,option,个人信息
firefox,倩市,2019-05-22 08:34:06,200.238.69.190,delete,主页
firefox,华县,2019-05-28 03:25:39,192.0.11.58,put,个人信息
safari,利县,2019-05-20 03:54:12,169.230.50.203,put,个人信息
firefox,南京市,2019-05-24 17:16:55,192.167.183.73,option,个人信息
firefox,天津市,2019-05-25 20:44:46,203.0.112.147,get,个人信息
safari,利县,2019-05-29 00:32:43,192.0.11.58,get,个人信息
firefox,倩市,2019-05-20 19:05:48,198.50.54.119,option,项目列表
firefox,北京县,2019-05-28 03:59:59,1.228.115.113,delete,任务列表
safari,想县,2019-05-24 16:48:47,203.23.202.51,get,个人信息
chrome,建军县,2019-05-21 13:34:29,169.169.36.164,option,主页
firefox,宜都市,2019-05-21 13:59:34,203.0.76.165,option,任务列表
ie,建军县,2019-05-21 00:47:06,197.154.176.98,get,项目详情
safari,建军县,2019-05-20 08:30:14,198.17.139.74,option,任务列表
firefox,汕尾县,2019-05-21 06:49:30,192.88.96.161,put,项目列表
safari,华县,2019-05-24 17:21:32,192.53.2.210,option,项目列表
chrome,利县,2019-05-28 03:14:26,192.31.211.99,put,主页
safari,玉英县,2019-05-27 11:48:28,169.201.129.49,option,项目详情
ie,建军县,2019-05-28 19:57:30,1.228.115.113,put,个人信息
chrome,倩市,2019-05-21 19:19:02,192.31.178.28,put,任务列表
safari,颖市,2019-05-29 04:12:55,192.52.199.237,post,项目列表
safari,建军县,2019-05-21 03:54:14,192.88.156.255,delete,项目详情
chrome,想县,2019-05-23 05:43:32,203.98.157.202,delete,任务详情
safari,刚市,2019-05-23 13:38:02,192.49.28.87,get,项目列表
firefox,宜都市,2019-05-25 13:51:17,198.50.75.135,get,主页
firefox,玉英县,2019-05-29 02:53:58,198.51.98.171,option,个人信息
safari,汕尾县,2019-05-24 13:17:00,198.51.101.90,get,项目列表
safari,想县,2019-05-28 19:05:59,192.141.156.158,get,任务列表
firefox,华市,2019-05-22 20:28:54,198.17.139.74,option,主页
chrome,倩市,2019-05-28 12:48:49,192.88.166.197,delete,任务列表
ie,颖市,2019-05-28 19:57:30,192.52.199.237,option,项目列表
chrome,颖市,2019-05-23 18:24:39,192.88.127.141,get,个人信息
chrome,伟县,2019-05-27 23:08:42,169.192.168.56,put,项目详情
safari,想县,2019-05-28 22:08:35,192.52.192.137,post,项目列表
firefox,潜江县,2019-05-23 03:12:10,193.217.128.227,get,任务详情
safari,华县,2019-05-25 04:44:52,192.0.86.164,put,任务列表
firefox,北京县,2019-05-27 07:03:45,192.94.13.134,delete,任务详情
firefox,潜江县,2019-05-29 11:42:07,192.56.204.58,post,任务列表
chrome,龙县,2019-05-20 14:09:55,192.88.104.231,delete,主页
ie,汕尾县,2019-05-28 19:25:53,192.175.13.165,get,任务列表
safari,华市,2019-05-21 20:40:07,192.0.3.183,option,项目详情
chrome,潜江县,2019-05-27 20:12:37,198.51.101.90,post,任务列表
firefox,建军县,2019-05-29 16:37:23,198.51.98.171,delete,项目详情
chrome,乌鲁木齐县,2019-05-28 16:38:08,192.49.28.87,get,项目列表
firefox,倩市,2019-05-29 20:27:31,192.0.1.59,delete,任务详情
chrome,想县,2019-05-21 19:43:08,216.111.3.86,get,任务列表
safari,天津市,2019-05-28 17:52:12,4.254.229.140,get,项目详情
ie,东莞县,2019-05-20 23:44:36,198.50.75.135,option,项目详情
firefox,玉英县,2019-05-28 23:31:54,202.112.176.9,put,主页
ie,龙县,2019-05-20 22:07:12,203.0.76.165,get,个人信息
ie,颖市,2019-05-20 22:08:03,206.107.49.25,put,项目详情
ie,龙县,2019-05-27 22:11:48,169.255.215.157,delete,任务详情
chrome,想县,2019-05-23 07:54:04,203.0.112.147,option,项目列表
ie,汕尾县,2019-05-27 17:54:18,192.31.216.190,put,个人信息
firefox,东莞县,2019-05-26 18:08:47,192.88.156.255,get,主页
chrome,巢湖县,2019-05-21 15:00:49,192.174.91.31,get,项目列表
ie,华市,2019-05-25 23:20:30,192.0.53.46,get,任务详情
safari,建军县,2019-05-20 03:13:38,198.51.232.199,get,项目列表
ie,利县,2019-05-23 11:11:50,216.111.3.86,put,个人信息
safari,华市,2019-05-21 18:19:48,192.88.57.235,get,主页
safari,刚市,2019-05-23 15:42:01,192.49.28.87,delete,任务列表
chrome,北京县,2019-05-24 20:18:46,192.31.216.190,get,项目列表
chrome,华县,2019-05-24 17:03:10,192.175.13.165,option,项目列表
firefox,玉英县,2019-05-21 19:23:21,192.88.66.73,option,个人信息
safari,南京市,2019-05-27 10:29:29,192.94.13.134,delete,任务列表
chrome,龙县,2019-05-21 14:56:46,202.112.176.9,get,主页
ie,东莞县,2019-05-21 07:51:24,192.53.2.210,get,主页
safari,倩市,2019-05-20 18:31:57,192.52.199.237,put,个人信息
firefox,建军县,2019-05-25 12:26:36,192.141.156.158,put,个人信息
safari,东莞县,2019-05-21 14:31:25,192.0.3.183,get,任务详情
ie,华市,2019-05-28 18:40:18,192.52.68.139,post,任务详情
chrome,汕尾县,2019-05-25 21:10:42,169.192.168.56,get,主页
ie,巢湖县,2019-05-20 13:19:58,192.6.65.180,put,项目详情
safari,巢湖县,2019-05-27 08:08:22,198.50.60.244,option,项目详情
chrome,刚市,2019-05-23 18:55:56,192.88.104.231,put,个人信息
safari,利县,2019-05-22 00:53:18,192.167.94.147,get,主页
firefox,宜都市,2019-05-22 00:43:16,193.217.128.227,get,项目详情
firefox,建军县,2019-05-28 15:26:54,192.93.129.42,get,主页
ie,天津市,2019-05-27 04:45:36,206.107.49.25,post,任务详情
ie,巢湖县,2019-05-21 09:52:41,192.31.216.190,put,任务列表
ie,利县,2019-05-27 04:41:46,4.254.229.140,post,项目列表
safari,龙县,2019-05-26 10:05:13,192.6.65.180,put,项目列表
ie,刚市,2019-05-23 21:25:39,169.253.193.81,delete,项目详情
chrome,想县,2019-05-22 10:24:01,192.175.75.191,put,个人信息
firefox,玉英县,2019-05-24 06:36:25,192.88.166.197,post,主页
ie,龙县,2019-05-21 01:18:49,212.5.96.172,option,任务列表
safari,华市,2019-05-28 07:43:25,198.51.108.180,delete,项目详情
chrome,想县,2019-05-26 07:17:45,192.52.172.81,option,项目列表
safari,华市,2019-05-20 01:10:27,169.230.50.203,get,个人信息
ie,伟县,2019-05-26 16:28:30,192.56.204.58,option,任务列表
firefox,南京市,2019-05-26 16:56:49,192.1.229.163,delete,项目详情
ie,汕尾县,2019-05-28 04:04:18,192.52.152.30,delete,项目详情
safari,宜都市,2019-05-29 08:48:43,192.31.178.28,option,项目详情
chrome,刚市,2019-05-26 00:41:24,192.52.252.250,put,个人信息
ie,宜都市,2019-05-20 11:44:36,192.167.94.147,get,任务详情
ie,倩市,2019-05-28 03:25:17,169.255.215.157,post,项目详情
chrome,想县,2019-05-28 13:02:12,203.0.59.155,delete,项目列表
ie,潜江县,2019-05-29 08:28:33,192.52.152.30,post,项目详情
safari,倩市,2019-05-23 01:07:37,192.49.28.87,get,任务列表
firefox,北京县,2019-05-21 06:29:14,192.172.71.27,get,主页
ie,天津市,2019-05-22 05:04:38,198.51.98.171,post,个人信息
ie,伟县,2019-05-28 12:20:53,192.167.183.73,post,项目列表
safari,龙县,2019-05-24 22:17:36,192.31.178.28,post,项目详情
firefox,潜江县,2019-05-21 05:45:50,169.255.140.124,get,项目详情
chrome,南京市,2019-05-29 03:39:54,192.31.211.99,option,任务列表
chrome,想县,2019-05-27 13:09:18,192.94.13.134,delete,主页
chrome,汕尾县,2019-05-28 17:18:42,192.175.38.219,get,个人信息
ie,巢湖县,2019-05-20 21:45:34,192.168.121.59,post,项目列表
safari,倩市,2019-05-26 02:19:44,216.111.3.86,delete,个人信息
